Dateiname	Signatur	Titel	Link	Größe	Datum
HK526.jpg 	HK 0526	Reisen in Europa, Asien und Afrika [Titelblatt]	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?JsFdR2bov@vrUTCYPRkaFgD3egAJCWom11W55vsHsHzGIy1j1YG1a3Kx0.6bYZFylmFrZC4PtbskpoVSUzyo89zw2IINaAUCb7fgrVq44QC7YEQj2IRN4KPFnO2yalQJU6GVsjVkJhAu@YZeKi9urA/HK526.jpg#	17627.35 KB	18.01.16
HK526a.jpg 	HK 0526a	Karte Von Ost Sudan	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?3zh.HxKyZUTVkbHfGTOy1w6RDYcPAdmq8lTZqlsVdb28V8eWt4VIdQ2E1SJpvhf48Dy8GgEQFBYOYxtWaPGMeGL6NgimWav2KmHj@noZ4v.oNDATpXcX65inisoKTza9i@1L7Q@xu1y7VTLJuRyxEQ/HK526a.jpg#	13430.67 KB	18.01.16
HK526b.jpg 	HK 0526b	Karte der Länder am Tumat und blauen Flusse	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?xxOv3HhLOvf8Ej9.6b0@gFK0pOyghpabzPNZNjgHFLldNc3x0g11qiZEh6HFpNQWzic7JO20Q.CsK7S74sKns956CO4vbKIn5b8WdJneX2VwW4sIQ5axMXZGuJAsmNTo70bDfbXRqGj@3VVurXH3Yw/HK526b.jpg#	11410.88 KB	18.01.16
HK526c.jpg 	HK 0526c	Geognostische Karte des Libanon und Antilibanon in Sirien	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?ffkBNHsZMQ2Yb2bdjKp@FYbzk0yNoXEgQRFoGihhc5cWg.I7UlVol6eAnSt8.FT5MvIWJnhiBE0PW6foj83dP3@Kqs4FVj.GN9CF.Pv9lcTxetolNt0uQe8kppYOSsJyEUa7fVkfFZmoiU2wClDwkQ/HK526c.jpg#	16545.22 KB	18.01.16
HK526d.jpg 	HK 0526d	Geognostische Karte Von Aegypten	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?1kbuaDIqXi.WhqgodNU64o41icMK4ARw3StxkTD16gEEgFOmf9gHfDPyfEVasaSV4K2KPRnS3BDFBm8DD9C46I8TJn@9yJ93tDBLV7kR9BjP68p7U@Mqdzd0k1hs6WBG7QVtq5F@GO@jmzuTagwdDA/HK526d.jpg#	15757.69 KB	18.01.16
HK526e.jpg 	HK 0526e	Karte Des Taurus und seiner Nebenzweige in den Paschaliken Adana und Marasch, nebst dem angrenzenden Theile des Paschalikes von Aleppo	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?1pjEv6OPcvT2ObD5pb9lc7lONcooikiXALfNtIC.068KXF9kE@.8aFYaEZUeTyXhfBHnU228D1ZvkNgaWTXWJya1I4rN1DMaL5XDl.t93q8kj2A2EPGGDdrHftV10dvyo9DlbYaE4x1s9od8HeHZNg/HK526e.jpg#	17097.60 KB	18.01.16
HK526f.jpg 	HK 0526f	Karte von Nubien	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?FcCqhEoKfpd6qqvV7tnrBb4Ae5.Qyo7BI3Fk9ThE5MO6PkAIc77zFrE5g8XEL9zR2Rtc@XWpcWu2a90ka5vmFukQ6iSqhfccsH60JFX1@kUvr@cH8RhA4H.hw47SKTbvQReNruDQUXifdPnI50aHkQ/HK526f.jpg#	15080.04 KB	18.01.16
HK526g.jpg 	HK 0526g	Karte des peträischen Arabien und des Südlichen Theiles Von Sirien	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?laXT@jQ2zkQB9TApyJQ6XtL82cSTLe068NsETsxFw@dGaRImchJWpr425ry5c6h.cIFj7WKYGwFxCl9X3S4FOgfuXJz.XP5tLV9pLpXmWPsdu.6Ym9h4nHeuI3BEHbF1IfEZVj4aSpxgDKUFluJsUg/HK526g.jpg#	17264.87 KB	18.01.16
HK527.jpg 	HK 0527	Situationscharte von einem Theile des Churfürstenthums Sachsen, der Ober-Nieder-Lausitz und Schlesiens	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?W1B7G4hO66yF7i4.bTNUIzaLR26mQdcwvEhMfz1YsIFRh38.dAHm@2b8UwvHfQngnuI473RwHTvaaQFlJE2mr8AV5bR@vWmAnDEi3AVbubxqxgRLst8ygvI4B0EYg.O6NlmRtSS1uxkB.AEtmHYyvw/HK527.jpg#	25394.06 KB	18.01.16
HK528.jpg 	HK 0527	Situationscharte von einem Theile des Churfürstenthums Sachsen, der Ober-Nieder-Lausitz und Schlesiens	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?2ReuirsZBVgGcUQCDcHfZPexM@0ekRPYhRwwhWKvvLK5RZmCgEwxlV3POqjjgFcCjO42du@T327KRvVc2Mw460ixbGfQwxhQTglOCftqjR2nY7naBVo5VkDTxR6djhmuHZVsXWzUHQM8z@8NCiRK.A/HK528.jpg#	25456.74 KB	18.01.16
HK529.jpg 	HK 0527	Situationscharte von einem Theile des Churfürstenthums Sachsen, der Ober-Nieder-Lausitz und Schlesiens	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?E8ZqINOrV9O3LM@dnHcsaHWkE5@GfDGaN.a2dhahbWF.wb4F6p03cOQju04jzp2hADmaDxjeCYoD7gi8Lh@3wE1gu9hGukJMyFkw8LlDK6.pZm1.N1PfM3CpteYwub6RI6yPAeQfj@F3DMdopXyQrg/HK529.jpg#	19931.45 KB	18.01.16
HK530.jpg 	HK 0527	Situationscharte von einem Theile des Churfürstenthums Sachsen, der Ober-Nieder-Lausitz und Schlesiens	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?06BmU@5w8kIoSmMwIYNj3OsoG0TRugg9Yr7gSv6SuaeX@9pSaUstQa7@za4J5RIl2rR2gWFs87WEPgdXMWAPqdabF3OQ4@fO0wdXtehVKG3.e@HrA@hE2w.R.IovIbFEH5yErrb3MiRWE@ywiAYmXw/HK530.jpg#	18695.24 KB	18.01.16
HK531.jpg 	HK 0527	Situationscharte von einem Theile des Churfürstenthums Sachsen, der Ober-Nieder-Lausitz und Schlesiens	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?AT4YSBZzXqw8aHIGdweg49IkVbpgh@vTPqo0YQkBBVaGMbfclFLM9G.ukwjIrK7VRKB11lWYzkhBkW2XxLIP9hpfRUPeyjoVoo3TEpqoRPaGmGLIBMHvYwWGvbmsx5Ct8wkKJ2oHXHaVxvPwb6hwpQ/HK531.jpg#	22312.13 KB	18.01.16
HK532.jpg 	HK 0527	Situationscharte von einem Theile des Churfürstenthums Sachsen, der Ober-Nieder-Lausitz und Schlesiens	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?FJG33nFK7iqS.UJSRTtiHx4r16czBi3b4VQDq6sOJreQiIG5HLNscoDyZht3sa4QXGO86V9AKBdK1qgS5M4FCqEpGwYRBv355GYbr290In9HGc7RZOO83b1jty@LWJos7Fn7aoxOy6.puc@l9kZIGA/HK532.jpg#	19045.22 KB	18.01.16
HK533.jpg 	HK 0527	Situationscharte von einem Theile des Churfürstenthums Sachsen, der Ober-Nieder-Lausitz und Schlesiens	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?ZGghVIwwma26Q.S6f06mm1@096nIzllGsG.2IroYew@JIzTSOjOsN76bPKKiKccviXvRLnc4LraF@8imSlbsEs5TJkQAXPa3ks1B47jJRSPQ@LQN@lgMZncH5JVuGtwBxBxin@ETgXumMC@nSM8DZg/HK533.jpg#	19965.32 KB	18.01.16
HK534.jpg 	HK 0527	Situationscharte von einem Theile des Churfürstenthums Sachsen, der Ober-Nieder-Lausitz und Schlesiens	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?4YkvmWim@X004bxRXH.U9kJyJUdFDDiiWkG1xuv5tgTaxszvCokL3hmvDXRfZKenIg0APdIzCz5GqU4tGzvTj5gWJ2tBrZHhJNPkUsGiyp5RtZuBbnCmShX9QcEN45J8mI4@d6QNB4D5HLV0ZPJMMQ/HK534.jpg#	17228.98 KB	18.01.16
HK535.jpg 	HK 0527	Situationscharte von einem Theile des Churfürstenthums Sachsen, der Ober-Nieder-Lausitz und Schlesiens	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?5mkimqemO3y7BEchPBoDZ94.ob6fcnlqiD8cx3yr0l1frX3B@r776KdK8TWfcpmo.f6ydkNw2f@V3jm0rwNr5oFtPP.kjTunCmqmw2KT5C8bSiU6WlmSOJL0omGyaEhngSWURhZBmXESufl6g0pNxg/HK535.jpg#	20394.37 KB	18.01.16
HK536.jpg 	HK 0536	General-Karte von der Europäischen Türkei	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?rZ1RKMLt6GXCzZIL6trl@TBM.yaP0bNbTTFCOGopoNFD@GO9X9hlT@v.aMTGZw9yLICxAfgrhVyjWzpyHsWVc4dQ@.01lV1plDkWJeJacf2NCFoctFbJ6t6t2n3A4PpGkhlmtdywgxoRIWJTVFE5nQ/HK536.jpg#	19258.25 KB	18.01.16
HK536.1.jpg 	HK 0536	General-Karte von der Europäischen Türkei	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?Yq.MvEy1OtpjA29GDksaBHl1myU8tJisBS@Vr7dlYuKnlv0BeheItr8rbFKvWKtqgY.GomymV4cZSjGP.mAwrVslElqBP4Di9I4KdofNP0GOc2rxWcEXQa.iJogDx73mb.Ubw3vZfoZzQ.Tg61.qWA/HK536.jpg#	13244.82 KB	18.01.16
HK536.2.jpg 	HK 0536	General-Karte von der Europäischen Türkei	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?AZPLzaw0kSeK3JCYp2I22O5VDScvU6Lcm4lb21jP5lNcdohZi7TQulQAllXUg2uTnXPPMq9MHY0NHmDLRDj4nZItFC9Css0DNhqIE.vNZq92C3vFQDuQp4gzQUYexKewtWefUHRWARLEGr8GtfiL6g/HK536.jpg#	5708.41 KB	18.01.16
HK536.3.jpg 	HK 0536	General-Karte von der Europäischen Türkei	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?awJieFY1HSry44Rndv2lB36BA7pHHhG1K@V4qFomyvKFG2Gpe1PPuJHQpb3SKBaXj2zPo10YJKO@aeb4q1NJ.EezTNT34jbgz9gtwWmxUuk0xZyTOz1Lf2X8D@WaEpU2dEAB3T.zct6VDjZJ6bWAFg/HK536.jpg#	5813.46 KB	18.01.16
HK536.4.jpg 	HK 0536	General-Karte von der Europäischen Türkei	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?SmyZS8gsNV3xJ4CBJbYQfe6BhoUuBPYCAcs6RG6btCSO7QU.j6w15buyEQ8d6R.GcV3r9cHoBmLBTpsSPR96lo1i@n@6aV5jUv239Aj9G5IyQVVEy9qezXm3mjvwiSSUd@zH9dP46B3B72dZak8YDw/HK536.jpg#	5906.75 KB	18.01.16
HK536.5.jpg 	HK 0536	General-Karte von der Europäischen Türkei	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?ybF2BBRaVbHR8TlAw18BaRR3zB0ujHyEVc7L3OAQUXcBZyl24oDRTQI0hOxGSmdnCh@PNTm1u11J1PJOY4RMXSkuoQtbImlwFlxdOPwXdeAQoZjfcLc9yzgNz0S1fULwtG3v7EbHhBAzTOR4x0Dtqg/HK536.jpg#	5537.89 KB	18.01.16
HK536.6.jpg 	HK 0536	General-Karte von der Europäischen Türkei	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?eA0mxexF4g8IMaV@RTjOn2yn5PKaznUxvCPYb830HQPsdW7DRJ7LAaoTD958H9x67LfsmnaiAhiLu5lBxlAbxAuYwYkZWtrmBcCr5SwWXzUl@jbgEyHtUq49ni4aF8oX4VxQuDy7ng0PZdelkEGmig/HK536.jpg#	5880.27 KB	18.01.16
HK536.7.jpg 	HK 0536	General-Karte von der Europäischen Türkei	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?1OqZ9R9hr68RdbCEQrqCrv5mh.hxFtUCSvnGGJUVjnhqgkixZP5tCsntpU@yco8YrC7@3Gbi@bE8mGe@.wq6Gwy.UVyKMGmTZOhDYIWKalpHgmGwvXLAWSVUQRAh8QGYl1Gb3yCyOt5DH8tCfB7isw/HK536.jpg#	5416.60 KB	18.01.16
HK537.jpg 	HK 0536	General-Karte von der Europäischen Türkei	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?d5e8s@631J3SJ4FnshYgjkC6VHc4GvDyC.wg5Vi3lxJHgFzXczMAXGUa3nFg4P7aSAKMwKG3PWqCwTq.6Wnb5frm3N6IqvT0IctngXN5BFMlIKMl.SklJVNuKqjXjYlgQcPfnxFCVCfXoJ66omoG9w/HK537.jpg#	18677.70 KB	18.01.16
HK538.jpg 	HK 0536	General-Karte von der Europäischen Türkei	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?1IDj2mhvS2AjwVSHYPRYN0XLnJ8juUfmfTBN4H5Qyq.ZBnwFE.wBM198FLu1HU3qSHsO0r0V7at6tmZf1R707P0y0ovzetFGTnfKXxwVX4Oib9S8hSuMrX50cqYBBOKKFF5eM1DqANkUKkHcGWMNBQ/HK538.jpg#	17048.21 KB	18.01.16
HK539.jpg 	HK 0536	General-Karte von der Europäischen Türkei	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?rXErZqn17nsMSSeYe3@uscbQcj898fXvz@PSnjGv5Xc0cvVDqghbJ2ysHWGa.QA0WuQD.iVp1yPYjIAP@d7IiGX7.76LkWDXHgmE8UafBoySVkdavWUlFL7McNTgNPpBRA00IUs@4EmbeLHaWe1brw/HK539.jpg#	19435.84 KB	18.01.16
HK540.jpg 	HK 0540	Karte von Groningen und Ostfriesland	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?qPB89Bp0qvoizWZDgPrYSM1K5WnOJRyeMhzTzzl1.0PrxFbQuRbAhh@fXlHNg7k60YHAw7g0LCXU2K40tS1mufUHlZtqyCrlNknnvRe5MEhDIElCPVRxt0DD.dwiWrVaztuNAdG0WGlsn9p4vrdGzw/HK540.jpg#	18417.59 KB	18.01.16
	HK 0540	Karte von Nord-Holland			
HK541.jpg 	HK 0541	Ducatus Geldriae et Zutphaniae Comitatus	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?8aTQK90105dMU0Ef6G8YrITZtpXZQdcSzoOER0pjzMguP2M97nVGThYLvV6iWxAjMD778A4Vhj6cLfjVocUD@FP@8gxwju80QO17AzpqtrTsdjdshJUTiMi58MmnVzDq1IxeirPB3XiD@UtqsvgHaA/HK541.jpg#	16591.54 KB	18.01.16
HK542.jpg 	HK 0542	Ober-Italien	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?PB1LyGL2sV@5eITCrAhSMEMMWiFGwy6blccZzpQEzBnZjp6RKbtKOBLLh.tTLjOM@6f.O99o7mBe8ofu.@ft7A@xfnxQkvLoWMs.Tyt6qhxPrTWLVvdkVdZ2MD1hNzWCg53JW93rsootLrpP0@c9Vw/HK542.jpg#	16206.55 KB	18.01.16
HK543.jpg 	HK 0543	Plan von der Stadt und Vestung Toulon nebst der umliegenden Gegend	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?pYqN6u.fm7UT4bkA2R5QGWQsp@PGqixjba@O2pG1c.F7Q5FAAMRohzLJxms0elA.X9pzGGIwiqcBr9dRh4NS6LMdilHF9bMnCn.lRale6AzHb5cDHyzWYIbU0iSof8.Q1oclYD6F7MP3LNkI0kr.Qw/HK543.jpg#	6751.25 KB	18.01.16
HK544.jpg 	HK 0544	Plan Der berühmten Vestung Gibraltar	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?LozdR07DICnDCcBqdm8P20n1Zb@oM3Tbk.fwensB1EJkQUoe4qde1CHsU4UlE4nUV7KsOIHaZIvmwqFw8V9LbwLluigOZED@8eUxoikzC5DEQtg4eMfZraiEW2LZxMO8B3xK2zLkVXUjs7Po461Neg/HK544.jpg#	6914.87 KB	18.01.16
HK545.jpg 	HK 0545	Das Schloß Brandeÿß in Böhmen, vnd verschantzungen des Schwedischen velds, welches Gen: Banner, vor den Kaÿserischen verlassen, im Martio 1640	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?XuPD9.B5H@lQXkHCw6zcxrAC2qho95kI7D7Joh65GHrxZUMhbKDC0c3@.wPGLcdAiUJWqHlNyoGPPtTZBrmSAAxaEZwucUMFY04ZuFv6Ct5RS1hNQ6GdwjZPUz3Gg.bi7EnV98k0BcIGpgVxPcngqw/HK545.jpg#	5915.03 KB	18.01.16
HK546.jpg 	HK 0546	Hispania Regnum	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?W05SWb59CdwBM.yixJ8ISsgPejNo.ngTu64oqLxPMdrMiBYRmAOEP3y2iWUAtw0u4aLVfDKXnH61L7yMtIBwD4Qi80ifDh@iwVOQhbt5uHUNAxYD5sJoPqEcJHBGm2dBQxVZw5DCeiRqQEfxPkZTLA/HK546.jpg#	6928.24 KB	18.01.16
HK547.jpg 	HK 0547	Plan topographique de la Ville de Strasbourg divisée en quatre Cantons	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?zPNFplx1rGr1fYZkRM3A8YwQd8ToIsbJ4Tny.Emp2Egu@Ytz@gjuT9Y5Byn9m.68N3MFd7sMI4xbqQfmCEJok1ky1K9ZNCGRVZ0FBjxOOw@UCnPTM6hrM@rDPvouWoa4wH5ob8D5sndyvwmRADc4NQ/HK547.jpg#	9375.77 KB	18.01.16
HK548.jpg 	HK 0548	Insvlæ Balearides et Pytivsæ	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?omaT5ootoqsO44BzfMvnH3QSJrPPsELVhkg9k9kRp@v6dB4IQ0DyxFwTwt.DRFfL59BeJyNkeLnKWzMYjdNZMV9DlfHuTmMp44RqcrPVPC@mLzSOXJ9@tFW6DRy7zVPtLDbpyL5@lFC7CRs7jbb2PQ/HK548.jpg#	5632.23 KB	18.01.16
HK549.jpg 	HK 0549	Carte Générale De La Turquie D'Europe A La Droite Du Danube Ou Des Beglerbegliks De Roumili, Bosna, Moree Et Pays Limitrophes	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?r8VlydH8rnHZheagtcnrB@nX1luIOw@7lXSaImHk3M9uleVnewce5Q@sYGph9JOrpt5ICMxuHyFSLa4pDXROyQkjAGIDK5ydEYTAuD7bh5vYc5ssDVD@dLdtycwV7LiSHZAl@lChDdN5cWmtEvhhmA/HK549.jpg#	17672.05 KB	18.01.16
HK550.jpg 	HK 0550	Plan Topographique De La Campagne De Rome	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?8yww@JPpx1CJGBNJhFWK.2rfYdnxt9X2JsW8huvgBjSya9kKXZ1K7VXlRTxDWRVgDn3AMIc3.zQZDrFJ3EIjHK08wdhEcaCAa50oKXVX7aUl6jEmT3.GV8GhpZ2yDWtEfm1rbgv8hpPCk3.L4boaJA/HK550.jpg#	19509.85 KB	18.01.16
HK551.jpg 	HK 0551	Situationskarte von Neapel und Sicilien mit einem Theile des Grossherzogthums Toscana und des Kirchenstaates	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?O1A@oEq789tQsnqjrR5aF9696jVZdg8IzmhVRIEdRpFwco@scdxadq4dZd7zdQZfmLD3wdWizoqP1ZNM3zV1KWHItyqjv5v9ssJH2ewXtjZyqTt0nDS.1lRICjmuuIXVGqK6Ku@GtpDVPS8KW1BfQQ/HK551.jpg#	20962.69 KB	18.01.16
HK552.jpg 	HK 0552	Generalkarte Des Lombardisch-Venetianischen Königreiches	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?voeif7rwSp47YEZ.N4Qyf9QYItMNerba2CvSyaAVF6lwtNcsWo2yOC0IAnRkfAIeJI0UiscCFib.eyG4.kivXOsZ7EFQt3M77q9DgcPFw00NLOj4FjNACVgb4RsALFc7i6QEloCTWfa.r5cL8P4Aig/HK552.jpg#	21797.17 KB	18.01.16
HK553.jpg 	HK 0552	Generalkarte Des Lombardisch-Venetianischen Königreiches	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?IWAVjvXBPxLDFcXnKCNnWPJZFTImIQCfeP@5WdBbPewgGUf.64gTz5VZ0nDE2R4lYQRR0bt9RPHcyYakVSJMkZE33zn0d36o.7Ze@OPNKUCn.Ba9JmlOSyJQ6laAs3egqDPMnYQHMouVolRKi46Q.Q/HK553.jpg#	18277.06 KB	18.01.16
HK554.jpg 	HK 0552	Generalkarte Des Lombardisch-Venetianischen Königreiches	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?kfvt2IZahJ.K5aDLcJVvRHDdFhhpRcwVJZqVLYZOhUdDYh5Jhk@ZJHMJMO6dNl8byC8m56CUfYj3rVHO2z6YKRNu3UasrtpqlESjOYrkshzYuu.1qPh5DA7winJxblex4j47Ny1xLdGkUvZqxMV0uA/HK554.jpg#	29781.46 KB	18.01.16
HK555.jpg 	HK 0552	Generalkarte Des Lombardisch-Venetianischen Königreiches	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?@6O@m81t3ZxbPhbeQ8BzvVZMtCh@c4TNgiG4QfcaNa9uUto4cM5X6qygNVkfQIp.n6I2qx8FDhY9j1YkRCV97VrLOFliw48bvv8O3N8LlCcG.4eyNjaoftzdwGXbgSjzydpYCI8OgUnKalYj@aGgwg/HK555.jpg#	28471.33 KB	18.01.16
HK556.jpg 	HK 0556	Pianta Della Città Di Ferrara	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?M7rgwUlLEhs8XkoQRH1HmnEQmJ.txCHeLeoGcJXgE4w4tQfLKsehitwmnn.fOCIx3E6ZSplRqCYiEaQspdY.o4x2SWsnMCviuVnqkLMXcrmn4gsDIdg3.kGfAsqewpdqnhX9hdmAjn5xoMmqk5KtZA/HK556.jpg#	11513.96 KB	18.01.16
HK567.jpg 	HK 0557	Germanie, France, Italie, Espagne, Isles Britanniques	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?caY8o7WPHjjwqoOSsH79SeUKDR@br74EPYP1AnTA0gHLyo5pkdIyI0ZxsphF3qO7Vu7no5lQiU3xuI3T4aQ6PFKriHB7.KQ751R6hh9CHj1.P7F2X5EzPDFtZcwmjW22@MitQCvubA0oRBK5z2l7bQ/HK567.jpg#	17195.48 KB	18.01.16
HK557a.jpg 	HK 0557	Germanie, France, Italie, Espagne, Isles Britanniques	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?ZWLfcairrqejd7ioz@2KlQIo8Rfua1TMNSoLegs9rP9k8cMLuCM32kBPTLPZ6bTleSB0c9GJ0lgEKs.htpdsnL1dYwsmljV5LXStn9E9Z6dFMxWvBiaytLYh72UJLPkYUzzejjdUYIqzWrWGKB7UgA/HK557a.jpg#	15783.45 KB	18.01.16
HK558.jpg 	HK 0558	Carta di Montenegro (Crna gora)	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?BzZmWZt@ZLa78Z9ZMJGrMuyoZ5Jn7Kchp9jGMGpEv9Ok4cmLi3Tq@108I4gFEGfLfLKr6tey21CQqXWm4pqNknCaC4B.afgEvUrYGG50ISw7uRaIZWGGGMCJmNIKERONmHVPEY44NGHRJGujpA5x9Q/HK558.jpg#	14514.15 KB	18.01.16
HK559.jpg 	HK 0559	Donne's New And Correct Plan Of Bristol, Clifton And The Hot Wells	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?G0HMKg.otsAUdtVPzlgFLkknFflliMaP8fpaN@vaCSKNgIKd8AlFhihCXrFGymH2JttaIkz.@2ge72zHRRo.ba36GggzPS73kP2BBsfkkzRmQDTMuBHFurYxQ55QFnhTqcYyaYb@qe2q@j50dpG8EQ/HK559.jpg#	8397.90 KB	18.01.16
HK559a.jpg 	HK 0559	Donne's New And Correct Plan Of Bristol, Clifton And The Hot Wells	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?BNA4MKuyvO8A3uEtOfkOP0Of8ME0WeLR8tgQsejdz3nGyk6Nn2LV2OKcyF0b89DHNOLKGwNSccvRaNhghonj5cBJqEDyV8pTxIKdhktIhZJAcQd3Kuph@sgr2G3VN.o3Z@ORHlSQnfRnpWmUG2IZVg/HK559a.jpg#	8408.39 KB	18.01.16
HK560.jpg 	HK 0560	Design for Improving the Harbour of Bristol	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?uo7ZZl.vgob4gWQ8A1G7RcXgKePvvUkh5mmZtT@puaGAs1Sfv6l23.r7E4Lhg@BXeAe@9dV7Ayz62NbPkmGxhz5XLdjEoWSnOau9ZNftud@5ekZTZao3UbyfXV6TEzpQfH3A33DxGmKVB9VWfAytaQ/HK560.jpg#	10994.50 KB	18.01.16
HK561.jpg 	HK 0561	Wandkarte vom Königreiche Sachsen	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?V1c4Q0NJvONXpyF6OzeHCh0@aHcnPuNxt9LKOsedmrtjR0mddVHI0sFZCGMVRM2XZm615McRfBXK3fd66G@L@DNStpJ.p8mVUFPulx5O7f7EL5WHHS35NMeWVgUMLZ2dla7BvN2.Bw5TJlImicU7fQ/HK561.jpg#	15738.92 KB	18.01.16
HK562.jpg 	HK 0561	Wandkarte vom Königreiche Sachsen	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?1voi7n3zGfxTB4m47Va@wIZfRq7wGPXPg04pOEFyCSmTmO2vipLoDeDF8ysSEAt1B.XQK6PQpTklan6fy63I8A6WV8eukNZ4mANJ.7iHamx0RlaUMzXy9rOP4C9X6U@zb01MW@IQqw964Yhu22gY9Q/HK562.jpg#	16373.77 KB	18.01.16
HK563.jpg 	HK 0561	Wandkarte vom Königreiche Sachsen	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?X6BzuKc44V0U34K395bsJmh1kbdEn0abDjHKYOs181AZJScUbtCRlaVRGvOTk7lsuRVZD9delImVmTQ8pMlDtZZg25ugX.4p94I7.fcTA6OGxT3ja0MZZWX9R1Mx6.MVT.gEnCXoF2k0hweaCjgUAA/HK563.jpg#	14648.21 KB	18.01.16
HK564.jpg 	HK 0561	Wandkarte vom Königreiche Sachsen	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?msoRbUcL8ktwPx51hxY1.9oVJRgblEzE6E@UqkKiSz0pFD8htc6jyQ8UKukht1MRAlHCFY1WEGwglpulIPUtW0ApbUCqtjev6dKlHIB6NmAtlD5k5lFIQogdcOtWkWXjT.yEB7E9jU2BFN.uYU6QUg/HK564.jpg#	18076.92 KB	18.01.16
HK565.jpg 	HK 0561	Wandkarte vom Königreiche Sachsen	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?L351KGIwSxYP60AVqVaLyUu6NKL4LcEOI2FVHDYDJSySrvOhCh0ZiUNWleeLyQIA3AwDYX4jvps64WV4bpNqQHTXSgHa5Tz2LtvaGWHEVPLAE5ctZcIWrvetQu1OWIpRCfdu0gdZtIkiyFxxnPU9oA/HK565.jpg#	16198.55 KB	18.01.16
HK566.jpg 	HK 0561	Wandkarte vom Königreiche Sachsen	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?oe627mYn8Lo0y1jk9p8CXEh6m9M5DlAXszIGhn.wQITunx3e4MkcHpTnZxEalnuGKCZUY.zEtcdMOvvvsd6J9kMZUN4SZGevHOc386F4GrK0KZ@ppez3fcQGiEc5p47jKW83q6Tc9Fo8BHuG9gn@xw/HK566.jpg#	16497.52 KB	18.01.16
HK567.jpg 	HK 0561	Wandkarte vom Königreiche Sachsen	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?48QCAiz5oZslrzSrvwbFWIXa2Bwlpw44IBLfyspX5GOLvu@shZxFzfDfXipZjW6eL.kI48@0DiKKpzaB.DPuyFRl33s6wovu7rsL.g5fWTfi2nN8uuayJAHafJn5h@TVpaEFVzG0ekxARD@M6I4jBg/HK567.jpg#	17195.48 KB	18.01.16
